dateStr radId radNames timeStr
20120125 206.0 cvw 0630
20120125 204.0 fhw 0630
20120125 207.0 cve 0630
20120204 33.0 bks 0630
20120204 205.0 fhe 0630
20120204 206.0 cvw 0630
20120204 207.0 cve 0630
20120204 204.0 fhw 0630
20120207 32.0 wal 0500
20120207 206.0 cvw 0500
20120207 207.0 cve 0500
20120207 204.0 fhw 0500
20120207 205.0 fhe 0500
20120207 33.0 bks 0500
20120207 206.0 cvw 0530
20120207 207.0 cve 0530
20120207 204.0 fhw 0530
20120207 33.0 bks 0530
20120207 205.0 fhe 0530
20120214 205.0 fhe 0600
20120214 206.0 cvw 0600
20120214 207.0 cve 0600
20120214 33.0 bks 0600
20120214 205.0 fhe 0630
20120214 33.0 bks 0630
20120214 32.0 wal 0630
20120214 206.0 cvw 0630
20120214 207.0 cve 0630
20120214 205.0 fhe 0700
20120214 207.0 cve 0700
20120214 33.0 bks 0700
20120214 32.0 wal 0700
20120214 206.0 cvw 0700
20120214 207.0 cve 0730
20120214 33.0 bks 0730
20120214 205.0 fhe 0730
20120214 32.0 wal 0730
20120215 204.0 fhw 0300
20120215 206.0 cvw 0300
20120215 207.0 cve 0300
20120215 205.0 fhe 0300
20120219 32.0 wal 0400
20120219 206.0 cvw 0400
20120219 207.0 cve 0400
20120219 204.0 fhw 0400
20120219 33.0 bks 0400
20120219 205.0 fhe 0400
20120219 32.0 wal 0430
20120219 206.0 cvw 0430
20120219 204.0 fhw 0430
20120219 207.0 cve 0430
20120219 205.0 fhe 0430
20120219 33.0 bks 0430
20120219 32.0 wal 0500
20120219 205.0 fhe 0500
20120219 206.0 cvw 0500
20120219 207.0 cve 0500
20120219 204.0 fhw 0500
20120219 33.0 bks 0500
20120219 205.0 fhe 0530
20120219 206.0 cvw 0530
20120219 204.0 fhw 0530
20120219 207.0 cve 0530
20120219 33.0 bks 0530
20120219 33.0 bks 0630
20120219 206.0 cvw 0630
20120219 204.0 fhw 0630
20120219 207.0 cve 0630
20120220 204.0 fhw 0400
20120220 207.0 cve 0400
20120220 33.0 bks 0400
20120220 205.0 fhe 0400
20120220 206.0 cvw 0500
20120220 207.0 cve 0500
20120220 33.0 bks 0500
20120220 204.0 fhw 0500
20120220 206.0 cvw 0600
20120220 204.0 fhw 0600
20120220 207.0 cve 0600
20120220 33.0 bks 0600
20120222 32.0 wal 0430
20120222 204.0 fhw 0430
20120222 206.0 cvw 0430
20120222 207.0 cve 0430
20120222 33.0 bks 0430
20120222 205.0 fhe 0430
20120222 206.0 cvw 0500
20120222 204.0 fhw 0500
20120222 207.0 cve 0500
20120222 205.0 fhe 0500
20120222 33.0 bks 0500
20120222 32.0 wal 0600
20120222 206.0 cvw 0600
20120222 207.0 cve 0600
20120222 204.0 fhw 0600
20120222 33.0 bks 0600
20120226 204.0 fhw 0730
20120226 33.0 bks 0730
20120226 205.0 fhe 0730
20120226 206.0 cvw 0730
20120226 207.0 cve 0730
20120309 206.0 cvw 0200
20120309 204.0 fhw 0200
20120309 207.0 cve 0200
20120309 33.0 bks 0200
20120309 205.0 fhe 0200
20120309 206.0 cvw 0330
20120309 204.0 fhw 0330
20120309 207.0 cve 0330
20120309 33.0 bks 0330
20120309 32.0 wal 0330
20120309 206.0 cvw 0400
20120309 207.0 cve 0400
20120309 204.0 fhw 0400
20120309 205.0 fhe 0400
20120309 33.0 bks 0400
20120310 207.0 cve 0130
